,toss_decision,avgTeam1,avgTeam2,avgWckTeam1,avgWckTeam2,team1_toss_win,team1_bat
312,1,0.8146067415730337,0.7752808988764045,0.8333333333333333,0.6666666666666666,0.0,0
313,0,0.6910112359550562,0.8146067415730337,0.6666666666666666,0.8333333333333333,1.0,1
314,1,0.8314606741573034,0.7752808988764045,0.8333333333333333,0.6666666666666666,0.0,0
315,0,0.7134831460674157,0.7191011235955056,0.8333333333333333,0.8333333333333333,1.0,1
316,1,0.8146067415730337,0.8146067415730337,0.8333333333333333,0.8333333333333333,0.0,0
317,0,0.6910112359550562,0.747191011235955,0.6666666666666666,0.8333333333333333,1.0,1
318,0,0.7134831460674157,0.7752808988764045,0.8333333333333333,0.6666666666666666,1.0,1
319,1,0.8595505617977528,0.747191011235955,0.8333333333333333,0.8333333333333333,0.0,0
320,1,0.8595505617977528,0.7752808988764045,0.8333333333333333,0.6666666666666666,0.0,0
321,0,0.8595505617977528,0.7134831460674157,0.8333333333333333,0.8333333333333333,1.0,1
322,1,0.7808988764044944,0.7752808988764045,0.6666666666666666,0.8333333333333333,0.0,0
323,1,0.8764044943820224,0.7696629213483146,0.8333333333333333,0.8333333333333333,0.0,0
324,1,0.6910112359550562,0.7640449438202247,0.0,0.6666666666666666,0.0,0
325,0,0.8370786516853932,0.7808988764044944,0.8333333333333333,0.6666666666666666,1.0,1
326,0,0.7696629213483146,0.8426966292134831,0.8333333333333333,0.8333333333333333,1.0,1
327,0,0.7640449438202247,0.797752808988764,0.6666666666666666,0.8333333333333333,1.0,1
328,0,0.8764044943820224,0.6910112359550562,0.8333333333333333,0.0,1.0,1
329,1,0.8370786516853932,0.7752808988764045,0.8333333333333333,0.8333333333333333,0.0,0
330,0,0.7696629213483146,0.7808988764044944,0.8333333333333333,0.6666666666666666,1.0,1
331,1,0.797752808988764,0.8426966292134831,0.8333333333333333,0.8333333333333333,0.0,0
332,1,0.7752808988764045,0.8764044943820224,0.8333333333333333,0.8333333333333333,0.0,0
333,0,0.8370786516853932,0.7640449438202247,0.8333333333333333,0.6666666666666666,1.0,1
334,0,0.7808988764044944,0.6910112359550562,0.6666666666666666,0.0,1.0,1
335,0,0.7696629213483146,0.7640449438202247,0.8333333333333333,0.6666666666666666,1.0,1
336,1,0.8764044943820224,0.8426966292134831,0.8333333333333333,0.8333333333333333,0.0,0
337,0,0.7752808988764045,0.6910112359550562,0.8333333333333333,0.0,1.0,1
338,1,0.797752808988764,0.8370786516853932,0.8333333333333333,0.8333333333333333,0.0,0
