,team1,team2,toss_decision,toss_winner,city,venue,season,win_by_runs,win_by_wickets,umpire1,winner,avgTeam1,avgTeam2,avgWckTeam1,avgWckTeam2,team1_win,team1_toss_win,team1_bat,avgTeam1_runs_greater,avgTeam1_wickets_greater
110,1,7,1,7,0.18181818181818182,0.951219512195122,2009,0,4,0.36923076923076925,7,0.7584269662921348,0.797752808988764,0.8333333333333333,0.8333333333333333,0.0,0.0,0,0.0,0.0
111,3,4,0,3,0.18181818181818182,0.951219512195122,2009,12,0,0.36923076923076925,3,0.747191011235955,0.848314606741573,0.6666666666666666,0.6666666666666666,1.0,1.0,1,0.0,0.0
112,7,4,1,4,0.18181818181818182,0.951219512195122,2009,0,6,0.2153846153846154,4,0.797752808988764,0.848314606741573,0.8333333333333333,0.6666666666666666,0.0,0.0,0,0.0,1.0
113,5,3,1,3,0.5757575757575758,0.5609756097560976,2009,0,6,0.6923076923076923,3,0.8258426966292135,0.747191011235955,0.8333333333333333,0.6666666666666666,0.0,0.0,0,1.0,1.0
114,4,3,1,3,0.5757575757575758,0.5609756097560976,2009,6,0,0.6923076923076923,4,0.848314606741573,0.747191011235955,0.6666666666666666,0.6666666666666666,1.0,0.0,0,1.0,0.0
115,2,4,1,4,0.7575757575757576,0.12195121951219512,2010,11,0,0.6923076923076923,2,0.6685393258426966,0.797752808988764,0.5,1.0,1.0,0.0,0,0.0,0.0
116,1,6,0,1,0.7575757575757576,0.04878048780487805,2010,4,0,0.6923076923076923,1,0.7584269662921348,0.6460674157303371,0.8333333333333333,1.0,1.0,1.0,1,1.0,0.0
117,9,7,1,7,0.21212121212121213,0.6585365853658537,2010,0,5,0.2153846153846154,7,0.7078651685393258,0.7528089887640449,0.8333333333333333,1.0,0.0,0.0,0,0.0,0.0
118,3,2,1,2,0.696969696969697,0.1951219512195122,2010,0,7,0.35384615384615387,2,0.7584269662921348,0.6685393258426966,0.6666666666666666,0.5,0.0,0.0,0,1.0,1.0
119,4,5,0,4,0.24242424242424243,0.4878048780487805,2010,31,0,0.4461538461538462,4,0.797752808988764,0.8314606741573034,1.0,1.0,1.0,1.0,1,0.0,0.0
120,6,7,1,7,0.030303030303030304,0.7317073170731707,2010,0,6,0.18461538461538463,7,0.6460674157303371,0.7528089887640449,1.0,1.0,0.0,0.0,0,0.0,0.0
121,9,3,0,9,0.06060606060606061,0.41463414634146345,2010,0,8,0.7846153846153847,3,0.7078651685393258,0.7584269662921348,0.8333333333333333,0.6666666666666666,0.0,1.0,1,0.0,1.0
122,5,2,0,5,0.696969696969697,0.1951219512195122,2010,55,0,0.35384615384615387,5,0.8314606741573034,0.6685393258426966,1.0,0.5,1.0,1.0,1,1.0,1.0
123,1,7,1,7,0.30303030303030304,0.21951219512195122,2010,98,0,0.2153846153846154,1,0.7584269662921348,0.7528089887640449,0.8333333333333333,1.0,1.0,0.0,0,1.0,0.0
124,6,3,1,3,0.06060606060606061,0.41463414634146345,2010,0,10,0.4461538461538462,3,0.6460674157303371,0.7584269662921348,1.0,0.6666666666666666,0.0,0.0,0,0.0,1.0
125,7,5,0,7,0.30303030303030304,0.21951219512195122,2010,0,5,0.2153846153846154,5,0.7528089887640449,0.8314606741573034,1.0,1.0,0.0,1.0,1,0.0,0.0
126,4,9,1,9,0.2727272727272727,0.024390243902439025,2010,6,0,0.16923076923076924,4,0.797752808988764,0.7078651685393258,1.0,0.8333333333333333,1.0,0.0,0,1.0,1.0
127,6,2,0,6,0.030303030303030304,0.7317073170731707,2010,34,0,0.6923076923076923,6,0.6460674157303371,0.6685393258426966,1.0,0.5,1.0,1.0,1,0.0,1.0
